Id,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"45318","2019-02-09 21:52:15","1","14","<neural-network><keras><tensorflow><cnn><pytorch>","1",""
"45319","2019-02-09 23:03:38","2","491","<machine-learning><python><scikit-learn><decision-trees><overfitting>","3","1"
"45320","2019-02-09 23:08:55","3","42","<neural-network><deep-learning><ai><weight-initialization>","1","1"
"45321","2019-02-09 23:15:06","1","23","<python><text-mining><map-reduce>","0",""
"45322","2019-02-09 23:36:42","3","78","<deep-learning><activation-function>","1","3"
"56728","2019-08-01 00:10:58","1","13","<deep-learning><cnn><nvidia>","0",""
"56729","2019-08-01 00:31:42","2","56","<machine-learning><classification><time-series>","2",""
"56730","2019-08-01 01:34:24","0","26","<machine-learning><dataset><data-cleaning><missing-data><data-analysis>","1",""
"56731","2019-08-01 04:34:08","1","39","<machine-learning><scikit-learn><machine-learning-model><accuracy><grid-search>","2",""
"56735","2019-08-01 06:05:12","1","53","<machine-learning><python><overfitting><kaggle>","1",""
"56737","2019-08-01 06:30:44","0","16","<dbscan>","0",""
"56740","2019-08-01 07:26:28","0","35","<neural-network><deep-learning><data-science-model>","1","0"
"56747","2019-08-01 09:49:50","0","210","<machine-learning><python><optimization>","2",""
"56751","2019-08-01 11:10:50","0","69","<python><pandas><ipython>","2","1"
"56752","2019-08-01 11:46:30","0","19","<regression><decision-trees>","1",""
"56756","2019-08-01 14:02:34","0","73","<machine-learning><deep-learning><keras><cnn>","1",""
"56758","2019-08-01 14:21:02","1","31","<pca><tsne>","1",""
"56760","2019-08-01 14:43:25","0","15","<classification><binary>","0",""
"56761","2019-08-01 15:11:04","1","43","<nlp><word-embeddings><topic-model><javascript>","1",""
"45558","2019-02-14 07:06:16","0","171","<machine-learning><deep-learning><keras><time-series><lstm>","0",""
"45559","2019-02-14 08:04:39","-1","22","<python><clustering><unsupervised-learning>","1",""
"45562","2019-02-14 09:11:39","1","51","<machine-learning><predictive-modeling><regression><cross-validation><accuracy>","0",""
"45563","2019-02-14 09:19:53","1","196","<machine-learning><xgboost>","2",""
"45566","2019-02-14 09:49:51","0","33","<gradient-descent>","2",""
"45568","2019-02-14 10:17:44","0","28","<python><tensorflow><word-embeddings>","1",""
"45569","2019-02-14 10:17:48","1","28","<lstm><multilabel-classification>","0",""
"45570","2019-02-14 11:36:39","1","36","<probability><distribution>","0",""
"45575","2019-02-14 12:14:02","6","222","<machine-learning><data-leakage>","1",""
"45578","2019-02-14 14:33:54","2","1577","<variance><bias>","3","2"
"44930","2019-02-01 17:12:31","1","17","<text-generation><state-of-the-art>","0",""
"44932","2019-02-01 18:29:48","0","36","<deep-learning>","0",""
"56296","2019-07-24 09:25:06","0","35","<anomaly-detection>","1",""
"56299","2019-07-24 10:16:54","2","115","<machine-learning><cross-validation><prediction>","1","3"
"56300","2019-07-24 10:20:17","0","25","<loss-function><ranking>","0","1"
"45375","2019-02-11 11:39:35","1","41","<classification><nlp><text>","0",""
"45376","2019-02-11 11:44:54","2","348","<python><classification><preprocessing><text><named-entity-recognition>","2","0"
"45377","2019-02-11 11:53:27","1","42","<machine-learning><tensorflow><logistic-regression>","1",""
"45379","2019-02-11 12:11:23","1","69","<machine-learning><neural-network>","1",""
"45380","2019-02-11 12:36:31","0","23","<classification><optimization><probability>","0",""
"45383","2019-02-11 14:12:26","2","1666","<python><pandas><data-cleaning><missing-data>","1",""
"45387","2019-02-11 15:03:15","3","40","<data-mining><dataset><data-cleaning>","0",""
"45389","2019-02-11 15:11:10","1","20","<machine-learning><decision-trees><tfidf>","1",""
"45393","2019-02-11 16:02:18","1","376","<keras><tensorflow><cnn>","1",""
"45394","2019-02-11 16:02:49","2","1397","<r><time-series><lstm><forecasting>","1",""
"45400","2019-02-11 17:31:48","1","81","<machine-learning><python><scikit-learn>","1",""
"45404","2019-02-11 17:58:48","5","74","<cnn><multiclass-classification><alex-net>","2",""
"45405","2019-02-11 18:30:26","2","34","<logistic-regression>","1",""
"45407","2019-02-11 20:02:17","0","35","<prediction><natural-language-process><amazon-ml>","0",""
"45408","2019-02-11 20:35:28","2","112","<gradient-descent><learning-rate>","2",""
"45409","2019-02-11 20:37:03","1","112","<python><tensorflow><gradient-descent>","0",""
"45410","2019-02-11 21:04:17","4","45","<pytorch><summarunner-architecture>","1","1"
"45416","2019-02-12 00:36:29","2","469","<python><keras><tensorflow><cnn><probability>","1",""
"45418","2019-02-12 00:50:39","2","35","<neural-network>","0",""
"45422","2019-02-12 04:40:51","0","146","<python><ibm-watson><chatbot>","0",""
"45426","2019-02-12 04:51:49","1","376","<keras>","1",""
"45427","2019-02-12 05:08:24","2","55","<r><predictive-modeling><machine-learning-model><simulation>","0",""
"45428","2019-02-12 05:43:18","1","18","<cnn>","0",""
"45430","2019-02-12 06:20:30","3","86","<machine-learning><learning>","0",""
"45431","2019-02-12 07:26:56","2","81","<machine-learning>","1",""
"45433","2019-02-12 08:56:23","2","348","<python><keras><tensorflow><lstm>","0","1"
"45434","2019-02-12 09:09:01","8","123","<neural-network><feature-selection><mlp>","4",""
"45436","2019-02-12 09:41:33","1","26","<predictive-modeling><recommender-system>","0",""
"45437","2019-02-12 09:47:13","3","171","<python><classification><keras>","2",""
"45438","2019-02-12 09:59:33","2","2078","<python><neural-network>","1",""
"45441","2019-02-12 11:35:08","1","344","<python><anaconda>","0",""
"45442","2019-02-12 11:35:56","2","190","<python><neural-network><deep-learning><keras>","0",""
"45443","2019-02-12 11:36:15","1","202","<python><scikit-learn><random-forest>","1",""
"45444","2019-02-12 12:00:15","1","59","<data-mining><time-series><lstm><rnn><data-cleaning>","0",""
"45449","2019-02-12 13:55:49","3","234","<python><dataset><pandas>","1",""
"45451","2019-02-12 14:33:37","3","597","<keras>","2",""
"45452","2019-02-12 15:09:52","3","30","<data-mining><dataset><statistics><sampling>","1",""
"45457","2019-02-12 15:43:35","2","31","<statistics><feature-engineering>","0",""
"45458","2019-02-12 16:01:24","2","26","<clustering><similarity><variance><dbscan>","0",""
"45459","2019-02-12 17:15:05","10","576","<scikit-learn><graphs>","1","2"
"45461","2019-02-12 19:08:38","2","491","<python><data><decision-trees><prediction><h2o>","1","1"
"45462","2019-02-12 20:24:55","0","67","<classification><keras><lstm>","0",""
"56770","2019-08-01 17:22:58","0","22","<deep-learning><keras>","0",""
"56771","2019-08-01 17:36:44","0","31","<machine-learning><data-mining>","2",""
"56772","2019-08-01 17:55:51","0","200","<deep-learning><keras><pytorch>","1",""
"56773","2019-08-01 17:57:57","0","33","<r><correlation>","0",""
"56774","2019-08-01 18:10:57","0","45","<python><regression>","4",""
"56777","2019-08-01 18:33:49","0","67","<machine-learning><computer-vision>","3",""
"56782","2019-08-01 19:43:16","1","166","<machine-learning><cnn><convolution><backpropagation><javascript>","1",""
"56783","2019-08-01 19:43:50","1","50","<dataset><data-analysis>","2",""
"56785","2019-08-01 19:50:09","0","33","<data-mining>","1",""
"56786","2019-08-01 19:52:52","0","12","<normalization>","0",""
"56793","2019-08-01 20:14:37","0","28","<multiclass-classification><data-science-model>","1",""
"56794","2019-08-01 20:15:35","0","31","<scikit-learn>","0",""
"56795","2019-08-01 20:16:17","0","113","<tensorflow><gpu><distribution><parallel>","1",""
"56797","2019-08-01 21:03:35","0","19","<lstm>","0",""
"56799","2019-08-01 21:08:46","1","81","<machine-learning>","0",""
"56801","2019-08-01 21:48:54","0","28","<distribution><weighted-data><randomized-algorithms>","1",""
"56802","2019-08-01 22:07:12","3","125","<reinforcement-learning>","1","1"
"56804","2019-08-01 22:33:29","0","56","<machine-learning><python><scikit-learn><cross-validation>","1",""
"56806","2019-08-02 00:44:17","0","152","<machine-learning><time-series><feature-extraction>","1","1"
"56808","2019-08-02 01:45:13","3","131","<neural-network>","3",""
"56812","2019-08-02 03:01:40","2","313","<tensorflow>","1",""
"56825","2019-08-02 07:35:53","0","28","<machine-learning><neural-network><cnn><correlation>","0","0"
"56826","2019-08-02 07:40:53","1","154","<python><clustering><pca><matplotlib>","1",""
"56830","2019-08-02 10:12:00","0","110","<neural-network><deep-learning><keras><cnn><activation-function>","1",""
"56831","2019-08-02 10:31:40","1","223","<python><scikit-learn><pandas><encoding>","1",""
"56832","2019-08-02 10:38:21","0","10","<data>","0",""
"56833","2019-08-02 11:35:25","3","134","<machine-learning><python><xgboost>","2",""
"56834","2019-08-02 11:39:08","0","140","<python><deep-learning><keras><cnn><image-classification>","1",""
"56837","2019-08-02 11:54:10","0","24","<deep-learning><cnn><feature-extraction><similarity><autoencoder>","0",""
"56840","2019-08-02 13:37:51","1","68","<training><computer-vision><gan>","2",""
"56843","2019-08-02 14:31:57","0","31","<clustering>","2",""
"56844","2019-08-02 14:39:40","0","21","<nlp><dataset><language-model><ngrams>","1",""
"56847","2019-08-02 15:07:49","1","43","<cross-validation>","1",""
"56848","2019-08-02 16:23:47","0","53","<orange>","0",""
"56851","2019-08-02 17:04:34","0","9","<neural-network><time-series><lstm><rnn>","0",""
"45663","2019-02-15 20:49:28","5","848","<machine-learning><python><scikit-learn><pandas>","1","2"
"45666","2019-02-15 22:04:27","1","49","<graphs>","0",""
"45667","2019-02-15 22:11:00","1","99","<python><statistics><numpy><distribution><scipy>","0",""
"45668","2019-02-15 23:03:42","3","283","<machine-learning><scikit-learn><ridge-regression>","2",""
"45671","2019-02-16 03:59:13","2","296","<machine-learning><neural-network>","0",""
"45672","2019-02-16 05:36:46","2","405","<time-series><predictive-modeling><random-forest><training><transfer-learning>","1","1"
"45675","2019-02-16 07:35:56","2","53","<machine-learning><preprocessing>","2",""
"45678","2019-02-16 09:24:19","3","220","<neural-network><deep-learning><convolution><math><image-preprocessing>","1",""
"45679","2019-02-16 09:48:06","2","265","<python><jupyter>","1",""
"45680","2019-02-16 10:16:08","2","168","<cnn>","1",""
"45681","2019-02-16 10:16:55","1","52","<machine-learning><naive-bayes-classifier>","2",""
"45684","2019-02-16 12:12:19","3","1919","<machine-learning><python><neural-network><deep-learning><time-series>","1",""
"45685","2019-02-16 13:26:07","1","55","<python><jupyter><fastai>","1",""
"45686","2019-02-16 13:40:39","1","194","<feature-selection>","1",""
"45688","2019-02-16 14:28:10","1","27","<linear-regression>","1",""
"45689","2019-02-16 14:29:12","1","20","<machine-learning><deep-learning>","0",""
"45690","2019-02-16 14:37:25","3","52","<machine-learning><pca><dimensionality-reduction>","1",""
"45691","2019-02-16 14:55:10","1","49","<machine-learning><math><linear-algebra>","1",""
"45698","2019-02-16 17:38:01","2","950","<keras><scikit-learn><cross-validation>","1","2"
"45702","2019-02-16 20:05:03","3","51","<neural-network><optimization>","1","0"
"45703","2019-02-16 21:43:32","8","193","<linear-regression><terminology>","3","2"
"45711","2019-02-17 04:41:27","4","715","<python><distribution><matplotlib><image>","1","2"
"45713","2019-02-17 09:06:47","2","53","<regression><linear-regression><data-science-model>","1",""
"45714","2019-02-17 10:13:20","1","22","<machine-learning><statistics>","0",""
"45716","2019-02-17 12:52:43","2","255","<machine-learning><python><classification>","1",""
"45718","2019-02-17 13:07:47","2","337","<machine-learning><python><reinforcement-learning><backpropagation><pytorch>","0",""
"45719","2019-02-17 13:24:50","1","34","<autoencoder>","0",""
"45720","2019-02-17 16:45:39","1","223","<python><nlp>","0",""
"45721","2019-02-17 17:09:15","1","17","<regression><lstm><cnn>","0",""
"45725","2019-02-17 18:28:15","4","38","<machine-learning><python><normalization>","1",""
"45726","2019-02-17 19:06:30","1","6577","<python><anaconda>","1",""
"45728","2019-02-17 19:20:14","3","134","<machine-learning><python><scikit-learn><svm>","1",""
"45729","2019-02-17 20:11:09","0","599","<python><regression><pandas><correlation>","1",""
"45731","2019-02-17 21:01:31","2","408","<image-classification><transfer-learning>","1",""
"45735","2019-02-18 00:30:49","2","96","<probability><probabilistic-programming>","1",""
"45542","2019-02-13 22:25:43","1","11","<svm><semi-supervised-learning><implementation>","0",""
"45543","2019-02-13 23:51:11","1","16","<machine-learning><object-detection>","0","2"
"45544","2019-02-14 00:15:23","1","246","<time-series><clustering><data><anomaly-detection><data-science-model>","1",""
"45545","2019-02-14 00:21:07","2","255","<machine-learning><time-series><predictive-modeling><lstm><matlab>","0",""
"45546","2019-02-14 00:49:54","1","39","<machine-learning><notation><pac-learning>","0",""
"45549","2019-02-14 01:46:44","0","15","<time-series>","0",""
"45550","2019-02-14 02:26:19","1","1969","<pandas><kaggle>","1",""
"45552","2019-02-14 03:04:21","1","314","<scikit-learn><svm>","1",""
"45553","2019-02-14 03:24:29","1","300","<xgboost><ranking><ndcg>","0",""
"45554","2019-02-14 05:17:07","2","148","<machine-learning><algorithms>","1",""
"45556","2019-02-14 05:47:46","1","30","<machine-learning><gradient-descent>","1",""
"56857","2019-08-02 17:53:02","2","85","<python><time-series><scipy><difference>","1",""
"56858","2019-08-02 18:04:16","0","21","<tensorflow><cnn><image-recognition><yolo>","0",""
"56860","2019-08-02 18:54:35","0","235","<training><gan><mnist>","1",""
"56863","2019-08-02 19:39:08","3","198","<python><r><orange><orange3>","1","2"
"56865","2019-08-02 20:23:51","0","163","<python><market-basket-analysis>","1",""
"56871","2019-08-03 01:12:03","0","192","<python><pandas><json>","0",""
"56872","2019-08-03 01:26:20","1","39","<deep-learning><nlp><natural-language-process>","1",""
"56873","2019-08-03 02:23:14","0","27","<python><pandas><dataframe>","1",""
"56874","2019-08-03 02:35:39","1","30","<regression><feature-selection><linear-regression><feature-engineering>","1",""
"56875","2019-08-03 03:56:44","1","87","<pytorch><scipy>","0","1"
"56877","2019-08-03 07:05:21","1","91","<machine-learning><regression>","1",""
"56878","2019-08-03 07:12:27","1","28","<machine-learning><keras>","1",""
"56885","2019-08-03 11:26:24","2","64","<cnn><batch-normalization>","1",""
"56886","2019-08-03 11:27:55","0","27","<statistics><simulation>","0",""
"56888","2019-08-03 11:57:51","0","83","<deep-learning><tensorflow>","0",""
"56889","2019-08-03 12:05:21","0","80","<deep-learning><keras><manifold>","0",""
"56892","2019-08-03 14:22:17","0","18","<reinforcement-learning>","0",""
"56893","2019-08-03 14:31:31","1","22","<machine-learning><regression><feature-selection><feature-engineering><geospatial>","1",""
"56894","2019-08-03 14:32:09","1","129","<deep-learning><time-series><word2vec><anomaly-detection>","2",""
"56895","2019-08-03 15:23:31","0","30","<machine-learning><python><keras>","0",""
"56900","2019-08-03 16:43:52","0","37","<machine-learning><computer-vision><image-recognition>","0",""
"56901","2019-08-03 20:26:38","0","14","<cnn><convnet><classifier>","0","2"
"56902","2019-08-03 20:48:36","0","36","<neural-network><deep-learning><keras><cnn><convolution>","0",""
"56903","2019-08-03 20:58:00","0","15","<feature-selection><feature-engineering><feature-extraction>","0",""
"56904","2019-08-03 21:22:31","0","17","<machine-learning><neural-network><tensorflow>","0",""
"56905","2019-08-04 00:26:07","0","16","<svm><multilabel-classification>","1",""
"56906","2019-08-04 01:56:33","0","33","<machine-learning><data><computer-vision>","0","0"
"56910","2019-08-04 06:49:43","0","46","<machine-learning><keras>","0",""
"56912","2019-08-04 08:05:33","0","24","<reinforcement-learning><randomized-algorithms>","1",""
"56913","2019-08-04 09:06:50","0","17","<python><time-series><predictive-modeling>","0",""
"56915","2019-08-04 09:25:11","0","107","<data-mining><data-cleaning><outlier>","1",""
"56922","2019-08-04 13:35:23","2","56","<neural-network><loss-function><annotation>","1",""
"56923","2019-08-04 13:55:17","1","256","<classification><xgboost>","1",""
"56924","2019-08-04 14:05:58","0","170","<neural-network><lstm><normalization><feature-scaling>","2",""
"56925","2019-08-04 14:10:24","0","14","<keras><tensorflow>","0",""
"56926","2019-08-04 14:27:12","0","27","<time-series><data-cleaning>","0",""
"56928","2019-08-04 16:26:29","1","26","<python><perceptron>","0",""
"56931","2019-08-04 16:48:36","0","22","<lstm>","0",""
"56933","2019-08-04 19:49:09","1","534","<python><pandas>","3",""
"56937","2019-08-04 20:18:38","0","60","<regression><visualization><categorical-data><topic-model>","0",""
"56939","2019-08-04 20:53:45","0","19","<r><correlation>","0",""
"56940","2019-08-04 21:34:46","2","43","<data>","1","1"
"56944","2019-08-04 23:43:26","0","283","<deep-learning><keras><pytorch>","0","1"
"56947","2019-08-05 01:23:08","0","14","<svm><multilabel-classification>","0",""
"56948","2019-08-05 03:22:39","0","332","<keras><tensorflow>","1",""
"56949","2019-08-05 03:33:16","-1","55","<deep-learning><nlp><natural-language-process>","2",""
"56950","2019-08-05 03:53:22","0","195","<nlp><text-mining><sentiment-analysis><spacy>","0",""
"45740","2019-02-18 06:10:38","2","290","<machine-learning><neural-network><keras><scikit-learn>","1",""
"45741","2019-02-18 07:15:11","0","20","<recommender-system><matrix-factorisation>","0",""
"45744","2019-02-18 09:22:27","1","30","<python><data-mining><dataset><pandas><data>","0",""
"45746","2019-02-18 10:19:47","1","227","<nlp><word-embeddings><stanford-nlp><embeddings>","0",""
"45749","2019-02-18 10:39:12","3","190","<machine-learning><neural-network><deep-learning><cnn>","1",""
"45750","2019-02-18 10:46:29","2","103","<cnn><training><weight-initialization>","3",""
"45751","2019-02-18 10:54:23","2","62","<python><pandas>","1",""
"45753","2019-02-18 11:15:09","1","32","<pandas><graphs><jupyter><matplotlib>","1",""
"45754","2019-02-18 11:27:35","2","27","<machine-learning><time-series><probability><convolution>","0",""
"45757","2019-02-18 12:29:23","5","264","<reinforcement-learning><dqn><discounted-reward>","1","1"
"45759","2019-02-18 14:20:05","1","77","<tensorflow><jupyter><google><cloud><pip>","1",""
"45762","2019-02-18 14:58:12","2","30","<cnn><activation-function>","2",""
"45764","2019-02-18 15:20:17","3","133","<neural-network><training><cost-function><convergence>","4",""
"45765","2019-02-18 15:41:48","1","96","<machine-learning><python><anomaly-detection><data-science-model>","0",""
"45766","2019-02-18 15:42:07","1","18","<python><data-mining><pandas><visualization><data-cleaning>","0",""
"45767","2019-02-18 16:02:49","1","126","<python><neural-network><cross-validation><sampling>","1",""
"45768","2019-02-18 17:29:31","1","382","<evaluation><information-retrieval><metric>","1",""
"45769","2019-02-18 17:41:24","1","32","<python><deep-learning><tensorflow><gpu>","0",""
"45773","2019-02-18 20:16:36","2","17","<information-retrieval>","0",""
"45774","2019-02-18 20:47:09","2","223","<machine-learning><deep-learning><bigdata><model-selection><pac-learning>","2",""
"45776","2019-02-18 21:05:09","2","56","<machine-learning><classification><statistics><probability>","1",""
"45781","2019-02-18 22:20:03","3","162","<deep-learning><keras><lstm><rnn>","1","2"
"45782","2019-02-17 13:41:11","1","13","<lstm>","0",""
"45785","2019-02-19 00:44:44","3","133","<machine-learning><deep-learning><training><noise>","0",""
"45790","2019-02-19 03:43:27","0","14","<neural-network><loss-function><cost-function><weight-initialization>","0",""
"45793","2019-02-19 06:10:09","2","68","<cnn><image-recognition><kernel>","2","0"
"45794","2019-02-19 06:59:49","0","78","<xgboost><cross-validation>","0",""
"45797","2019-02-19 07:45:48","1","39","<python><nlp>","1",""
"45799","2019-02-19 08:55:23","1","1966","<python><pandas>","2",""
"45803","2019-02-19 10:08:50","0","969","<lstm>","1",""
"45804","2019-02-19 11:12:14","0","42","<r><rstudio><regex><dplyr>","1",""
"45805","2019-02-19 11:28:45","2","264","<neural-network><convnet>","0","1"
"45806","2019-02-19 11:47:01","0","157","<python><cross-validation><training>","0",""
"45807","2019-02-19 12:08:37","2","65","<python><time-series><machine-learning-model><forecast><forecasting>","1","1"
"45809","2019-02-19 12:15:33","1","33","<machine-learning><forecast><forecasting>","0",""
"45810","2019-02-19 12:48:19","4","1078","<python><scikit-learn><cross-validation><gridsearchcv>","1","1"
"45813","2019-02-19 13:20:00","1","111","<machine-learning><outlier><boosting>","1",""
"45815","2019-02-19 13:38:12","0","33","<machine-learning><cnn><matrix>","1",""
"45820","2019-02-19 14:57:02","0","10","<neural-network><keras><normalization>","0",""
"45821","2019-02-19 15:26:12","2","106","<data-mining><pandas><svm><numpy>","2",""
"45822","2019-02-19 15:28:47","0","313","<lstm><supervised-learning>","1",""
"45827","2019-02-19 16:28:15","2","890","<finance>","2","1"
"45991","2019-02-22 03:50:34","0","16","<deep-learning><keras><convolution>","1",""
"45994","2019-02-22 06:14:51","0","134","<python><time-series><csv>","0",""
"45996","2019-02-22 06:42:07","1","54","<feature-engineering><anomaly-detection>","0",""
"45997","2019-02-22 06:44:36","0","587","<machine-learning><python><pandas><categorical-data>","1",""
"45999","2019-02-22 07:37:11","0","40","<machine-learning><python><deep-learning><recommender-system>","1",""
"46000","2019-02-22 07:45:12","1","298","<python><time-series><csv>","1",""
"46001","2019-02-22 07:45:24","1","41","<nlp><named-entity-recognition><chatbot>","1","1"
"46002","2019-02-22 07:53:48","3","324","<machine-learning><data-cleaning><categorical-data>","3","1"
"46003","2019-02-22 08:12:46","1","112","<machine-learning><r><data-science-model>","1",""
"46004","2019-02-22 08:15:14","0","19","<keras>","0",""
"46006","2019-02-22 09:14:02","1","673","<lstm><multilabel-classification><recurrent-neural-net>","2",""
"46012","2019-02-22 10:25:59","1","185","<machine-learning><rnn><preprocessing><aws>","0",""
"46013","2019-02-22 10:29:13","0","35","<machine-learning><aws><sagemaker>","0",""
"56469","2019-07-27 00:27:57","0","4","<python><deep-learning><tensorflow><object-detection>","0",""
"56473","2019-07-27 03:30:27","0","88","<scikit-learn><random-forest><confusion-matrix>","1",""
"56474","2019-07-27 04:18:24","1","56","<python><classification><scikit-learn><svm>","0",""
"56476","2019-07-27 07:39:18","4","397","<machine-learning><deep-learning><natural-language-process>","3","3"
"56477","2019-07-27 08:35:24","4","238","<neural-network><keras><time-series><lstm><recurrent-neural-net>","2","1"
"56479","2019-07-27 10:01:08","1","14","<python><keras><machine-learning-model><data-science-model>","1",""
"56480","2019-07-27 10:04:17","0","17","<machine-learning><feature-selection>","0",""
"56481","2019-07-27 10:07:05","2","16","<reinforcement-learning>","0","1"
"56483","2019-07-27 13:46:03","2","64","<machine-learning>","1",""
"56491","2019-07-27 16:27:01","0","8","<databases>","0",""
"56492","2019-07-27 17:12:59","3","103","<time-series><pandas>","2",""
"56493","2019-07-27 17:25:56","0","43","<machine-learning><classification><scikit-learn><random-forest><svm>","2",""
"56494","2019-07-27 19:21:46","1","34","<machine-learning><neural-network><classification>","1",""
"56495","2019-07-27 19:30:43","1","17","<named-entity-recognition>","1",""
"56498","2019-07-27 20:32:56","0","23","<deep-learning><dataset><training><image>","0",""
"56499","2019-07-27 22:03:51","0","12","<normalization><ranking>","0",""
"56501","2019-07-27 23:35:00","2","20","<clustering><k-means>","1",""
"56503","2019-07-28 01:27:43","0","42","<machine-learning><python><neural-network><data-mining><cnn>","3",""
"56504","2019-07-28 01:30:24","0","47","<machine-learning>","1",""
"56510","2019-07-28 08:53:50","0","22","<machine-learning><machine-learning-model><data-science-model><overfitting>","0",""
"56511","2019-07-28 09:38:44","0","14","<time-series><data-analysis><finance>","0",""
"56513","2019-07-28 09:55:22","1","84","<python><autoencoder><pca><pytorch><dimensionality-reduction>","1","1"
"56679","2019-07-31 12:14:34","0","13","<neural-network><beginner><activation-function>","0",""
"56682","2019-07-31 13:51:26","1","33","<orange><orange3>","0",""
"56685","2019-07-31 14:59:37","0","27","<neural-network><deep-learning><clustering><unsupervised-learning>","1",""
"56686","2019-07-31 15:01:43","0","27","<classification><regression><predictive-modeling><survival-analysis>","0",""
"56688","2019-07-31 15:19:50","0","34","<recommender-system><normalization><feature-scaling><cosine-distance>","0",""
"56692","2019-07-31 16:09:49","1","30","<bigdata><apache-hadoop>","0",""
"56693","2019-07-31 16:25:57","3","32","<machine-learning><feature-selection><cross-validation>","1",""
"56694","2019-07-31 16:38:18","3","123","<pytorch-geometric>","1","1"
"56695","2019-07-31 16:41:50","0","31","<deep-learning><keras>","1",""
"56698","2019-07-31 17:09:59","1","17","<tensorflow>","0",""
"56700","2019-07-31 17:16:46","2","52","<classification><random-forest>","1",""
"56702","2019-07-31 17:58:12","1","20","<plotting>","0",""
"56703","2019-07-31 18:21:55","0","56","<deep-learning><keras>","0",""
"56704","2019-07-31 18:30:51","1","15","<statistics><variance>","0","1"
"56705","2019-07-31 18:42:08","0","17","<python><keras><convolution><gan>","1",""
"56706","2019-07-31 18:42:47","0","18","<clustering><distance>","0",""
"56710","2019-07-31 19:28:55","2","33","<python><predictive-modeling><data><logistic-regression><data-science-model>","1",""
"56712","2019-07-31 19:41:35","3","178","<deep-learning><keras><tensorflow><convnet><pca>","0","1"
"56714","2019-07-31 19:50:51","0","603","<neural-network><keras><tensorflow>","0","1"
"56715","2019-07-31 20:05:11","2","46","<machine-learning><machine-learning-model><nvidia>","1",""
"56716","2019-07-31 20:31:14","1","29","<image-classification><tools><annotation>","0",""
"56722","2019-07-31 21:08:51","2","29","<data-science-model><ml>","0",""
"57145","2019-08-07 14:38:36","0","36","<neural-network><deep-learning><convolution><backpropagation>","0",""
"57146","2019-08-07 14:45:41","0","51","<python><convnet><anomaly-detection>","1",""
"57147","2019-08-07 14:49:00","1","29","<python><kaggle>","0",""
"57152","2019-08-07 16:26:09","0","29","<tensorflow><cnn><overfitting><distance><game>","0",""
"57153","2019-08-07 16:40:12","1","8","<google>","0","1"
"57155","2019-08-07 17:22:49","1","141","<machine-learning><classification><probability-calibration>","1",""
"57157","2019-08-07 17:48:03","0","99","<python><neural-network><tensorflow><gpu>","1",""
"57159","2019-08-07 18:16:15","0","14","<logistic-regression><model-selection>","0",""
"57160","2019-08-07 18:45:31","0","1045","<python><matplotlib><seaborn>","1",""
"57163","2019-08-07 20:04:23","0","26","<machine-learning><time-series><regression><feature-selection><feature-engineering>","0",""
"46014","2019-02-22 10:33:08","1","513","<neural-network><deep-learning><keras><unsupervised-learning><autoencoder>","1",""
"46017","2019-02-22 11:39:36","1","399","<deep-learning><tensorflow><cnn>","1",""
"46019","2019-02-22 12:04:47","1","3966","<python><scikit-learn><regression><confusion-matrix>","1","1"
"46020","2019-02-22 12:20:21","1","16","<probability><distribution><bayesian-networks>","0","1"
"46022","2019-02-22 12:54:59","0","17","<python><optimization><data-science-model>","1",""
"46023","2019-02-22 13:13:20","2","99","<lstm><prediction>","1",""
"46027","2019-02-22 13:47:18","1","448","<r><dataset><clustering><k-means><rstudio>","1",""
"46030","2019-02-22 14:05:10","0","14","<machine-learning><missing-data>","0",""
"46031","2019-02-22 14:07:23","0","157","<anomaly-detection><outlier>","2",""
"46034","2019-02-22 14:43:22","0","11","<cnn><data-augmentation><image-preprocessing>","0",""
"46036","2019-02-22 14:54:16","1","26","<classification><feature-selection>","1",""
"46038","2019-02-22 15:05:19","3","81","<career><excel>","2",""
"46039","2019-02-22 15:07:03","4","212","<anomaly>","2","1"
"46040","2019-02-22 15:12:47","1","39","<feature-selection><feature-extraction>","0",""
"46044","2019-02-22 16:25:37","2","224","<machine-learning><classification>","1","1"
"46047","2019-02-22 16:47:44","1","1274","<machine-learning><deep-learning><keras><tensorflow><machine-learning-model>","0",""
"46049","2019-02-22 17:17:48","1","931","<deep-learning><dataset><image-classification><convolution><accuracy>","1",""
"46050","2019-02-22 17:32:52","4","4296","<r><time-series><forecast><data-analysis>","3","3"
"46051","2019-02-22 17:39:06","3","907","<keras><tensorflow>","0",""
"46052","2019-02-22 17:53:38","2","106","<scikit-learn><logistic-regression><accuracy><classifier>","2",""
"46053","2019-02-22 18:05:34","1","81","<cnn><image-classification><preprocessing><image-recognition>","0",""
"46054","2019-02-22 18:16:54","1","71","<machine-learning><r><linear-regression><categorical-data>","1",""
"46056","2019-02-22 18:43:25","2","456","<machine-learning><reinforcement-learning>","1",""
"46058","2019-02-22 19:18:51","1","36","<machine-learning><data-mining><rnn>","0",""
"46059","2019-02-22 19:45:53","2","90","<python><scikit-learn><regression><linear-regression>","1",""
"46066","2019-02-22 20:32:16","2","41","<classification><regression><pytorch>","0",""
"46070","2019-02-22 21:56:02","2","48","<neural-network><keras><scikit-learn><tensorflow><model-selection>","1",""
